transaction_id,base_amount,fx_rate,amount_usd,merchant_name,idempotency_key,transaction_ts,is_corrupt
TX-0000800,136.69,1.0,136.69,Muller GmbH,IDEMP-000800,2025-01-09T07:45:00Z,0
TX-0000801,80.56,1.0,80.56,Cafe Central,IDEMP-000801,2025-01-09T08:00:00Z,0
TX-0000802,389.73,1.0,779.46,Muller GmbH,IDEMP-000802,2025-01-09T08:15:00Z,1
TX-0000803,372.76,0.9,335.48,Cafe Central,IDEMP-000803,2025-01-09T08:30:00Z,0
TX-0000804,429.35,0.9,579.63,Cafe Central,IDEMP-000804,2025-01-09T08:45:00Z,1
TX-0000805,120.54,1.1,132.59,Sao Mart,IDEMP-000805,2025-01-09T09:00:00Z,0
TX-0000806,282.24,1.0,282.24,Muller GmbH,IDEMP-000806,2025-01-09T09:15:00Z,0
TX-0000807,334.3,1.25,417.88,SÃ£o Mart,IDEMP-000807,2025-01-09T09:30:00Z,0
TX-0000808,240.7,1.0,240.7,Nino Store,IDEMP-000808,2025-01-09T09:45:00Z,0
TX-0000809,289.34,1.1,318.27,Nino Store,IDEMP-000809,2025-01-09T10:00:00Z,0
TX-0000810,209.51,0.9,188.56,Sao Mart,IDEMP-001662,2025-01-09T10:15:00Z,0
TX-0000811,50.34,1.25,94.38,Cafe Central,IDEMP-000811,2025-01-09T10:30:00Z,1
TX-0000812,430.47,1.0,430.47,Sao Mart,IDEMP-000812,2025-01-09T10:45:00Z,0
TX-0000813,333.11,1.0,832.78,Muller GmbH,IDEMP-000813,2025-01-09T11:00:00Z,1
TX-0000814,152.04,1.25,190.05,Sao Mart,IDEMP-000814,2025-01-09T11:15:00Z,0
TX-0000815,60.95,0.9,54.86,Cafe Central,IDEMP-000815,2025-01-09T11:30:00Z,0
TX-0000816,375.29,1.25,469.11,Nino Store,IDEMP-000816,2025-01-09T11:45:00Z,0
TX-0000817,208.18,1.25,260.23,Muller GmbH,IDEMP-000817,2025-01-09T12:00:00Z,0
TX-0000818,161.76,0.9,145.58,Nino Store,IDEMP-000818,2025-01-09T12:15:00Z,0
TX-0000819,294.05,1.25,367.56,Muller GmbH,IDEMP-000819,2025-01-09T12:30:00Z,0
TX-0000820,216.43,1.25,270.54,Nino Store,IDEMP-000820,2025-01-09T12:45:00Z,0
TX-0000821,309.66,1.25,387.08,Muller GmbH,IDEMP-000821,2025-01-09T13:00:00Z,0
TX-0000822,489.06,1.25,611.33,Nino Store,IDEMP-000822,2025-01-09T13:15:00Z,0
TX-0000823,95.56,1.0,95.56,Nino Store,IDEMP-000823,2025-01-09T13:30:00Z,0
TX-0000824,486.77,1.0,1216.92,Sao Mart,IDEMP-000824,2025-01-09T13:45:00Z,1
TX-0000825,341.6,1.1,375.76,Muller GmbH,IDEMP-000825,2025-01-09T14:00:00Z,0
TX-0000826,152.54,0.9,274.58,Sao Mart,IDEMP-000826,2025-01-09T14:15:00Z,1
TX-0000827,456.09,1.0,684.14,Muller GmbH,IDEMP-000827,2025-01-09T14:30:00Z,1
TX-0000828,347.25,0.9,312.53,Cafe Central,IDEMP-000828,2025-01-09T14:45:00Z,0
TX-0000829,57.78,1.1,158.9,Muller GmbH,IDEMP-000829,2025-01-09T15:00:00Z,1
TX-0000830,488.21,0.9,439.39,Cafe Central,IDEMP-000830,2025-01-09T15:15:00Z,0
TX-0000831,445.88,0.9,401.29,Sao Mart,IDEMP-000831,2025-01-09T15:30:00Z,0
TX-0000832,414.81,1.1,1140.73,Sao Mart,IDEMP-000832,2025-01-09T15:45:00Z,1
TX-0000833,413.35,0.9,930.05,Muller GmbH,IDEMP-000833,2025-01-09T16:00:00Z,1
TX-0000834,188.28,1.0,470.7,Sao Mart,IDEMP-000834,2025-01-09T16:15:00Z,1
TX-0000835,76.14,0.9,137.06,Sao Mart,IDEMP-000835,2025-01-09T16:30:00Z,1
TX-0000836,345.62,1.0,345.62,Nino Store,IDEMP-000836,2025-01-09T16:45:00Z,0
TX-0000837,335.96,0.9,302.36,Sao Mart,IDEMP-000837,2025-01-09T17:00:00Z,0
TX-0000838,108.64,1.25,339.5,Cafe Central,IDEMP-000730,2025-01-09T17:15:00Z,1
TX-0000839,257.12,1.25,321.4,Sao Mart,IDEMP-000839,2025-01-09T17:30:00Z,0
TX-0000840,258.37,0.9,232.53,Sao Mart,IDEMP-000840,2025-01-09T17:45:00Z,0
TX-0000841,382.87,1.1,421.16,Cafe Central,IDEMP-000841,2025-01-09T18:00:00Z,0
TX-0000842,236.63,1.1,260.29,Nino Store,IDEMP-000842,2025-01-09T18:15:00Z,0
TX-0000843,391.36,1.0,391.36,CafÃ© Central,IDEMP-000843,2025-01-09T18:30:00Z,0
TX-0000844,241.0,1.1,265.1,Sao Mart,IDEMP-000844,2025-01-09T18:45:00Z,0
TX-0000845,386.8,1.0,386.8,Muller GmbH,IDEMP-000845,2025-01-09T19:00:00Z,0
TX-0000846,17.07,0.9,23.04,Nino Store,IDEMP-000846,2025-01-09T19:15:00Z,1
TX-0000847,487.05,1.25,608.81,Muller GmbH,IDEMP-000847,2025-01-09T19:30:00Z,0
TX-0000848,90.14,0.9,81.13,Nino Store,IDEMP-000848,2025-01-09T19:45:00Z,0
TX-0000849,70.49,0.9,63.44,Muller GmbH,IDEMP-000849,2025-01-09T20:00:00Z,0
TX-0000850,342.99,1.0,342.99,Muller GmbH,IDEMP-000850,2025-01-09T20:15:00Z,0
TX-0000851,252.78,1.1,278.06,Cafe Central,IDEMP-000851,2025-01-12T20:30:00Z,0
TX-0000852,197.7,1.25,247.12,Muller GmbH,IDEMP-000852,2025-01-12T20:45:00Z,0
TX-0000853,301.03,1.25,376.29,Sao Mart,IDEMP-000853,2025-01-12T21:00:00Z,0
TX-0000854,22.23,0.9,20.01,Nino Store,IDEMP-000854,2025-01-12T21:15:00Z,0
TX-0000855,214.27,1.1,353.55,Cafe Central,IDEMP-000855,2025-01-12T21:30:00Z,1
TX-0000856,496.69,1.0,1241.72,Nino Store,IDEMP-000856,2025-01-12T21:45:00Z,1
TX-0000857,360.18,1.1,396.2,Muller GmbH,IDEMP-000857,2025-01-12T22:00:00Z,0
TX-0000858,230.16,0.9,207.14,Nino Store,IDEMP-000858,2025-01-12T22:15:00Z,0
TX-0000859,258.59,1.1,284.45,Muller GmbH,IDEMP-000859,2025-01-12T22:30:00Z,0
TX-0000860,497.45,1.0,497.45,Cafe Central,IDEMP-000860,2025-01-12T22:45:00Z,0
TX-0000861,438.83,1.0,438.83,Muller GmbH,IDEMP-000861,2025-01-12T23:00:00Z,0
TX-0000862,197.66,0.9,177.89,Nino Store,IDEMP-000862,2025-01-12T23:15:00Z,0
TX-0000863,352.92,1.1,388.21,Nino Store,IDEMP-000863,2025-01-12T23:30:00Z,0
TX-0000864,321.48,0.9,289.33,Nino Store,IDEMP-000864,2025-01-12T23:45:00Z,0
TX-0000865,75.75,1.0,75.75,Sao Mart,IDEMP-000865,2025-01-13T00:00:00Z,0
TX-0000866,458.55,1.0,458.55,Sao Mart,IDEMP-000866,2025-01-13T00:15:00Z,0
TX-0000867,97.3,1.1,107.03,Muller GmbH,IDEMP-000867,2025-01-13T00:30:00Z,0
TX-0000868,140.17,0.9,189.23,Sao Mart,IDEMP-000868,2025-01-13T00:45:00Z,1
TX-0000869,124.04,1.0,124.04,Muller GmbH,IDEMP-000869,2025-01-13T01:00:00Z,0
TX-0000870,365.13,1.0,365.13,Cafe Central,IDEMP-000870,2025-01-13T01:15:00Z,0
TX-0000871,36.18,0.9,32.56,Muller GmbH,IDEMP-000871,2025-01-13T01:30:00Z,0
TX-0000872,33.73,0.9,30.36,Cafe Central,IDEMP-000872,2025-01-13T01:45:00Z,0
TX-0000873,154.89,1.25,193.61,Sao Mart,IDEMP-000873,2025-01-13T02:00:00Z,0
TX-0000874,289.8,1.25,362.25,Cafe Central,IDEMP-000874,2025-01-13T02:15:00Z,0
TX-0000875,202.3,0.9,273.1,Nino Store,IDEMP-000875,2025-01-13T02:30:00Z,1
TX-0000876,23.46,1.0,23.46,Sao Mart,IDEMP-000876,2025-01-13T02:45:00Z,0
TX-0000877,61.34,0.9,55.21,Muller GmbH,IDEMP-000877,2025-01-13T03:00:00Z,0
TX-0000878,70.24,1.1,77.26,Cafe Central,IDEMP-000878,2025-01-13T03:15:00Z,0
TX-0000879,35.29,1.1,38.82,Nino Store,IDEMP-000879,2025-01-13T03:30:00Z,0
TX-0000880,154.6,0.9,139.14,Muller GmbH,IDEMP-000880,2025-01-13T03:45:00Z,0
TX-0000881,27.66,1.1,30.43,Cafe Central,IDEMP-000881,2025-01-13T04:00:00Z,0
TX-0000882,48.43,1.0,48.43,Sao Mart,IDEMP-000882,2025-01-13T04:15:00Z,0
TX-0000883,213.58,1.0,213.58,Cafe Central,IDEMP-000883,2025-01-13T04:30:00Z,0
TX-0000884,289.82,1.25,362.28,Cafe Central,IDEMP-000884,2025-01-13T04:45:00Z,0
TX-0000885,481.2,1.1,529.32,Nino Store,IDEMP-000885,2025-01-13T05:00:00Z,0
TX-0000886,302.87,1.0,302.87,Muller GmbH,IDEMP-000886,2025-01-13T05:15:00Z,0
TX-0000887,349.17,0.9,314.25,Nino Store,IDEMP-000887,2025-01-13T05:30:00Z,0
TX-0000888,400.53,1.0,400.53,Cafe Central,IDEMP-000888,2025-01-13T05:45:00Z,0
TX-0000889,73.94,0.9,66.55,Nino Store,IDEMP-000114,2025-01-13T06:00:00Z,0
TX-0000890,223.65,1.25,279.56,Cafe Central,IDEMP-000890,2025-01-13T06:15:00Z,0
TX-0000891,168.13,1.25,210.16,Nino Store,IDEMP-000891,2025-01-13T06:30:00Z,0
TX-0000892,135.98,0.9,122.38,Cafe Central,IDEMP-000261,2025-01-13T06:45:00Z,0
TX-0000893,56.35,0.9,50.72,Sao Mart,IDEMP-000893,2025-01-13T07:00:00Z,0
TX-0000894,310.2,1.0,310.2,Muller GmbH,IDEMP-001865,2025-01-13T07:15:00Z,0
TX-0000895,231.01,1.0,231.01,Sao Mart,IDEMP-000895,2025-01-13T07:30:00Z,0
TX-0000896,196.83,1.0,196.83,Muller GmbH,IDEMP-001255,2025-01-13T07:45:00Z,0
TX-0000897,476.73,1.25,595.91,Muller GmbH,IDEMP-000897,2025-01-13T08:00:00Z,0
TX-0000898,257.98,1.0,257.98,Muller GmbH,IDEMP-000898,2025-01-13T08:15:00Z,0
TX-0000899,235.02,0.9,211.52,Sao Mart,IDEMP-000899,2025-01-13T08:30:00Z,0
TX-0000900,455.29,0.9,409.76,Sao Mart,IDEMP-000900,2025-01-13T08:45:00Z,0
TX-0000901,471.35,1.1,518.48,Cafe Central,IDEMP-000901,2025-01-13T09:00:00Z,0
TX-0000902,102.32,0.9,184.18,Nino Store,IDEMP-000902,2025-01-13T09:15:00Z,1
TX-0000903,126.96,0.9,114.26,Muller GmbH,IDEMP-000903,2025-01-13T09:30:00Z,0
TX-0000904,232.17,1.0,232.17,Cafe Central,IDEMP-000904,2025-01-13T09:45:00Z,0
TX-0000905,188.69,0.9,169.82,Sao Mart,IDEMP-000905,2025-01-13T10:00:00Z,0
TX-0000906,22.43,0.9,20.19,Sao Mart,IDEMP-000906,2025-01-13T10:15:00Z,0
TX-0000907,420.19,1.25,525.24,Nino Store,IDEMP-000907,2025-01-13T10:30:00Z,0
TX-0000908,361.14,1.0,361.14,Sao Mart,IDEMP-000908,2025-01-13T10:45:00Z,0
TX-0000909,252.1,1.25,315.12,Nino Store,IDEMP-000909,2025-01-13T11:00:00Z,0
TX-0000910,298.94,1.1,328.83,Cafe Central,IDEMP-000910,2025-01-13T11:15:00Z,0
TX-0000911,109.72,0.9,98.75,Cafe Central,IDEMP-000911,2025-01-13T11:30:00Z,0
TX-0000912,287.22,1.1,315.94,Sao Mart,IDEMP-000912,2025-01-13T11:45:00Z,0
TX-0000913,136.14,0.9,122.53,MÃ¼ller GmbH,IDEMP-000913,2025-01-13T12:00:00Z,0
TX-0000914,461.87,1.25,577.34,Nino Store,IDEMP-001961,2025-01-13T12:15:00Z,0
TX-0000915,116.43,1.25,145.54,Sao Mart,IDEMP-000915,2025-01-13T12:30:00Z,0
TX-0000916,178.42,1.0,178.42,Sao Mart,IDEMP-000916,2025-01-13T12:45:00Z,0
TX-0000917,359.99,1.1,395.99,Cafe Central,IDEMP-000917,2025-01-13T13:00:00Z,0
TX-0000918,133.64,1.0,334.1,Sao Mart,IDEMP-000918,2025-01-13T13:15:00Z,1
TX-0000919,437.44,1.25,1367.0,Muller GmbH,IDEMP-000919,2025-01-13T13:30:00Z,1
TX-0000920,146.56,1.0,146.56,NiÃ±o Store,IDEMP-000920,2025-01-13T13:45:00Z,0
TX-0000921,417.32,1.0,417.32,Cafe Central,IDEMP-000921,2025-01-13T14:00:00Z,0
TX-0000922,474.12,1.0,474.12,Muller GmbH,IDEMP-000922,2025-01-13T14:15:00Z,0
TX-0000923,98.23,1.0,196.46,Muller GmbH,IDEMP-000923,2025-01-13T14:30:00Z,1
TX-0000924,246.21,1.25,307.76,Sao Mart,IDEMP-000924,2025-01-13T14:45:00Z,0
TX-0000925,79.1,1.0,79.1,Cafe Central,IDEMP-000925,2025-01-13T15:00:00Z,0
TX-0000926,71.51,1.1,78.66,CafÃ© Central,IDEMP-000926,2025-01-13T15:15:00Z,0
TX-0000927,41.12,1.1,45.23,Nino Store,IDEMP-000927,2025-01-13T15:30:00Z,0
TX-0000928,369.61,1.1,406.57,Muller GmbH,IDEMP-001699,2025-01-13T15:45:00Z,0
TX-0000929,144.98,0.9,326.2,Nino Store,IDEMP-000929,2025-01-13T16:00:00Z,1
TX-0000930,198.2,0.9,356.76,Sao Mart,IDEMP-000930,2025-01-13T16:15:00Z,1
TX-0000931,215.29,1.0,215.29,Sao Mart,IDEMP-000931,2025-01-13T16:30:00Z,0
TX-0000932,276.0,0.9,248.4,Nino Store,IDEMP-000932,2025-01-13T16:45:00Z,0
TX-0000933,197.02,0.9,177.32,Cafe Central,IDEMP-000654,2025-01-13T17:00:00Z,0
TX-0000934,429.21,1.25,536.51,NiÃ±o Store,IDEMP-000934,2025-01-13T17:15:00Z,0
TX-0000935,325.99,1.0,325.99,Sao Mart,IDEMP-000935,2025-01-13T17:30:00Z,0
TX-0000936,91.58,0.9,82.42,Nino Store,IDEMP-000936,2025-01-13T17:45:00Z,0
TX-0000937,111.83,1.25,139.79,Muller GmbH,IDEMP-000937,2025-01-13T18:00:00Z,0
TX-0000938,206.04,1.25,257.55,Cafe Central,IDEMP-000938,2025-01-13T18:15:00Z,0
TX-0000939,243.06,0.9,218.75,CafÃ© Central,IDEMP-000939,2025-01-13T18:30:00Z,0
TX-0000940,234.94,0.9,211.45,Cafe Central,IDEMP-000940,2025-01-13T18:45:00Z,0
TX-0000941,402.45,1.0,804.9,Muller GmbH,IDEMP-000941,2025-01-13T19:00:00Z,1
TX-0000942,198.91,0.9,179.02,Sao Mart,IDEMP-000670,2025-01-13T19:15:00Z,0
TX-0000943,400.58,0.9,360.52,Cafe Central,IDEMP-000943,2025-01-13T19:30:00Z,0
TX-0000944,41.85,1.25,52.31,SÃ£o Mart,IDEMP-000944,2025-01-13T19:45:00Z,0
TX-0000945,45.31,1.25,56.64,Cafe Central,IDEMP-000945,2025-01-13T20:00:00Z,0
TX-0000946,438.01,1.0,438.01,Cafe Central,IDEMP-001242,2025-01-13T20:15:00Z,0
TX-0000947,224.81,1.0,224.81,NiÃ±o Store,IDEMP-000947,2025-01-13T20:30:00Z,0
TX-0000948,38.07,0.9,34.26,Sao Mart,IDEMP-001170,2025-01-13T20:45:00Z,0
TX-0000949,68.24,0.9,61.42,Muller GmbH,IDEMP-000949,2025-01-13T21:00:00Z,0
TX-0000950,93.04,0.9,83.74,Muller GmbH,IDEMP-000950,2025-01-13T21:15:00Z,0
TX-0000951,289.48,1.1,318.43,Sao Mart,IDEMP-000951,2025-01-13T21:30:00Z,0
TX-0000952,291.47,1.0,291.47,Muller GmbH,IDEMP-000952,2025-01-13T21:45:00Z,0
TX-0000953,198.19,1.1,218.01,Nino Store,IDEMP-000953,2025-01-13T22:00:00Z,0
TX-0000954,66.57,1.0,66.57,Sao Mart,IDEMP-000954,2025-01-13T22:15:00Z,0
TX-0000955,18.5,1.1,20.35,SÃ£o Mart,IDEMP-000955,2025-01-13T22:30:00Z,0
TX-0000956,454.57,1.1,500.03,Muller GmbH,IDEMP-000956,2025-01-13T22:45:00Z,0
TX-0000957,224.61,1.25,280.76,Nino Store,IDEMP-000957,2025-01-13T23:00:00Z,0
TX-0000958,293.78,1.25,918.05,Muller GmbH,IDEMP-000958,2025-01-13T23:15:00Z,1
TX-0000959,350.56,0.9,315.5,Cafe Central,IDEMP-000959,2025-01-13T23:30:00Z,0
TX-0000960,219.44,1.1,241.38,Muller GmbH,IDEMP-000960,2025-01-13T23:45:00Z,0
TX-0000961,165.15,1.0,412.88,Nino Store,IDEMP-000961,2025-01-14T00:00:00Z,1
TX-0000962,279.53,1.1,307.48,Nino Store,IDEMP-000962,2025-01-14T00:15:00Z,0
TX-0000963,409.05,0.9,368.15,Sao Mart,IDEMP-000963,2025-01-14T00:30:00Z,0
TX-0000964,476.68,1.25,893.78,CafÃ© Central,IDEMP-001713,2025-01-14T00:45:00Z,1
TX-0000965,178.02,1.1,391.64,Cafe Central,IDEMP-000965,2025-01-14T01:00:00Z,1
TX-0000966,255.94,1.0,255.94,Muller GmbH,IDEMP-000966,2025-01-14T01:15:00Z,0
TX-0000967,273.39,0.9,246.05,Nino Store,IDEMP-000967,2025-01-14T01:30:00Z,0
TX-0000968,347.11,1.0,347.11,Nino Store,IDEMP-000968,2025-01-14T01:45:00Z,0
TX-0000969,394.27,1.0,394.27,Sao Mart,IDEMP-000969,2025-01-14T02:00:00Z,0
TX-0000970,152.73,1.0,152.73,Muller GmbH,IDEMP-000970,2025-01-14T02:15:00Z,0
TX-0000971,376.83,1.1,414.51,Sao Mart,IDEMP-000971,2025-01-14T02:30:00Z,0
TX-0000972,214.33,0.9,192.9,Muller GmbH,IDEMP-000972,2025-01-14T02:45:00Z,0
TX-0000973,86.38,0.9,77.74,Nino Store,IDEMP-001620,2025-01-14T03:00:00Z,0
TX-0000974,224.85,0.9,202.36,Muller GmbH,IDEMP-000974,2025-01-14T03:15:00Z,0
TX-0000975,375.89,0.9,845.75,Nino Store,IDEMP-000975,2025-01-14T03:30:00Z,1
TX-0000976,270.82,0.9,243.74,Muller GmbH,IDEMP-000976,2025-01-14T03:45:00Z,0
TX-0000977,239.14,1.25,298.92,Nino Store,IDEMP-000977,2025-01-14T04:00:00Z,0
TX-0000978,21.3,1.1,23.43,Nino Store,IDEMP-000978,2025-01-14T04:15:00Z,0
TX-0000979,419.39,1.1,461.33,Nino Store,IDEMP-000979,2025-01-14T04:30:00Z,0
TX-0000980,260.82,1.25,326.02,Cafe Central,IDEMP-000980,2025-01-14T04:45:00Z,0
TX-0000981,161.75,1.1,177.92,Muller GmbH,IDEMP-000981,2025-01-14T05:00:00Z,0
TX-0000982,411.62,0.9,370.46,Cafe Central,IDEMP-000982,2025-01-14T05:15:00Z,0
TX-0000983,195.48,1.25,244.35,Nino Store,IDEMP-000983,2025-01-14T05:30:00Z,0
TX-0000984,400.67,0.9,360.6,Sao Mart,IDEMP-000984,2025-01-14T05:45:00Z,0
TX-0000985,22.63,1.25,28.29,Muller GmbH,IDEMP-001673,2025-01-14T06:00:00Z,0
TX-0000986,448.08,1.1,739.34,Nino Store,IDEMP-000986,2025-01-14T06:15:00Z,1
TX-0000987,181.74,1.25,567.95,Nino Store,IDEMP-000987,2025-01-14T06:30:00Z,1
TX-0000988,359.05,0.9,323.15,Sao Mart,IDEMP-000988,2025-01-14T06:45:00Z,0
TX-0000989,135.69,1.0,135.69,Sao Mart,IDEMP-000989,2025-01-14T07:00:00Z,0
TX-0000990,138.23,1.1,152.05,Nino Store,IDEMP-000990,2025-01-14T07:15:00Z,0
TX-0000991,175.46,1.0,438.65,Muller GmbH,IDEMP-000991,2025-01-14T07:30:00Z,1
TX-0000992,115.06,1.1,126.57,Muller GmbH,IDEMP-000992,2025-01-14T07:45:00Z,0
TX-0000993,26.66,1.1,73.32,Sao Mart,IDEMP-000993,2025-01-14T08:00:00Z,1
TX-0000994,194.79,1.25,243.49,Nino Store,IDEMP-000994,2025-01-14T08:15:00Z,0
TX-0000995,17.23,1.1,18.95,Muller GmbH,IDEMP-000995,2025-01-14T08:30:00Z,0
TX-0000996,68.33,1.25,85.41,Muller GmbH,IDEMP-000359,2025-01-14T08:45:00Z,0
TX-0000997,361.2,0.9,650.16,Sao Mart,IDEMP-001589,2025-01-14T09:00:00Z,1
TX-0000998,326.21,0.9,293.59,Cafe Central,IDEMP-000998,2025-01-14T09:15:00Z,0
TX-0000999,177.08,1.0,177.08,Sao Mart,IDEMP-000999,2025-01-14T09:30:00Z,0
TX-0001000,48.1,1.0,48.1,Sao Mart,IDEMP-001000,2025-01-14T09:45:00Z,0
TX-0001001,424.52,1.0,424.52,Cafe Central,IDEMP-001001,2025-01-14T10:00:00Z,0
TX-0001002,337.3,1.0,337.3,CafÃ© Central,IDEMP-001002,2025-01-14T10:15:00Z,0
TX-0001003,17.34,1.25,21.68,Nino Store,IDEMP-001003,2025-01-14T10:30:00Z,0
TX-0001004,110.1,1.0,110.1,Muller GmbH,IDEMP-001004,2025-01-14T10:45:00Z,0
TX-0001005,366.14,1.1,805.5,Muller GmbH,IDEMP-001005,2025-01-14T11:00:00Z,1
TX-0001006,109.68,1.25,137.1,Muller GmbH,IDEMP-001006,2025-01-14T11:15:00Z,0
TX-0001007,132.26,1.0,132.26,MÃ¼ller GmbH,IDEMP-001007,2025-01-14T11:30:00Z,0
TX-0001008,63.97,1.1,70.37,Sao Mart,IDEMP-001987,2025-01-14T11:45:00Z,0
TX-0001009,204.82,1.0,512.05,CafÃ© Central,IDEMP-001009,2025-01-14T12:00:00Z,1
TX-0001010,341.64,1.0,854.1,Nino Store,IDEMP-001010,2025-01-14T12:15:00Z,1
TX-0001011,405.61,1.0,1014.03,Cafe Central,IDEMP-001011,2025-01-14T12:30:00Z,1
TX-0001012,322.67,1.1,354.94,Sao Mart,IDEMP-001012,2025-01-14T12:45:00Z,0
TX-0001013,80.62,1.0,80.62,Sao Mart,IDEMP-001013,2025-01-14T13:00:00Z,0
TX-0001014,433.21,0.9,389.89,Muller GmbH,IDEMP-001014,2025-01-14T13:15:00Z,0
TX-0001015,124.01,1.0,124.01,Sao Mart,IDEMP-001015,2025-01-14T13:30:00Z,0
TX-0001016,489.02,1.1,537.92,Nino Store,IDEMP-001016,2025-01-14T13:45:00Z,0
TX-0001017,425.52,1.1,468.07,Sao Mart,IDEMP-001017,2025-01-14T14:00:00Z,0
TX-0001018,33.4,1.25,41.75,Cafe Central,IDEMP-001018,2025-01-14T14:15:00Z,0
TX-0001019,344.28,0.9,774.62,Sao Mart,IDEMP-001019,2025-01-14T14:30:00Z,1
TX-0001020,15.05,0.9,13.55,Nino Store,IDEMP-001020,2025-01-14T14:45:00Z,0
TX-0001021,154.64,1.0,386.6,Nino Store,IDEMP-001021,2025-01-14T15:00:00Z,1
TX-0001022,305.71,1.0,305.71,Nino Store,IDEMP-001022,2025-01-14T15:15:00Z,0
TX-0001023,413.35,1.0,1033.38,Cafe Central,IDEMP-001023,2025-01-14T15:30:00Z,1
TX-0001024,178.42,1.25,223.02,Sao Mart,IDEMP-001024,2025-01-14T15:45:00Z,0
TX-0001025,380.28,0.9,342.25,Cafe Central,IDEMP-001025,2025-01-14T16:00:00Z,0
TX-0001026,153.27,0.9,137.94,Nino Store,IDEMP-001026,2025-01-14T16:15:00Z,0
TX-0001027,451.64,1.25,564.55,Cafe Central,IDEMP-001027,2025-01-14T16:30:00Z,0
TX-0001028,99.62,1.25,186.78,Muller GmbH,IDEMP-001028,2025-01-14T16:45:00Z,1
TX-0001029,104.66,1.1,172.7,Sao Mart,IDEMP-001029,2025-01-14T17:00:00Z,1
TX-0001030,77.79,1.1,128.35,Muller GmbH,IDEMP-001030,2025-01-14T17:15:00Z,1
TX-0001031,375.48,0.9,337.93,Sao Mart,IDEMP-001031,2025-01-14T17:30:00Z,0
TX-0001032,496.47,0.9,446.82,Cafe Central,IDEMP-001032,2025-01-14T17:45:00Z,0
TX-0001033,215.55,1.1,237.1,Nino Store,IDEMP-001033,2025-01-14T18:00:00Z,0
TX-0001034,335.57,1.1,369.13,Cafe Central,IDEMP-001034,2025-01-14T18:15:00Z,0
TX-0001035,420.52,0.9,756.94,Nino Store,IDEMP-001035,2025-01-14T18:30:00Z,1
TX-0001036,493.6,1.0,493.6,Nino Store,IDEMP-001036,2025-01-14T18:45:00Z,0
TX-0001037,97.79,1.25,305.6,Muller GmbH,IDEMP-001037,2025-01-14T19:00:00Z,1
TX-0001038,418.27,1.1,460.1,Muller GmbH,IDEMP-001038,2025-01-14T19:15:00Z,0
TX-0001039,29.91,1.1,32.9,Cafe Central,IDEMP-001039,2025-01-14T19:30:00Z,0
TX-0001040,256.74,1.1,282.41,Sao Mart,IDEMP-001040,2025-01-14T19:45:00Z,0
TX-0001041,391.37,1.1,430.51,Nino Store,IDEMP-001041,2025-01-14T20:00:00Z,0
TX-0001042,362.77,1.1,399.05,SÃ£o Mart,IDEMP-001042,2025-01-14T20:15:00Z,0
TX-0001043,126.39,0.9,113.75,MÃ¼ller GmbH,IDEMP-001043,2025-01-14T20:30:00Z,0
TX-0001044,299.27,0.9,269.34,Nino Store,IDEMP-001044,2025-01-14T20:45:00Z,0
TX-0001045,59.19,1.1,65.11,Nino Store,IDEMP-001045,2025-01-14T21:00:00Z,0
TX-0001046,78.02,1.25,97.52,Cafe Central,IDEMP-001046,2025-01-14T21:15:00Z,0
TX-0001047,166.09,1.0,166.09,Sao Mart,IDEMP-001047,2025-01-14T21:30:00Z,0
TX-0001048,11.87,0.9,10.68,Cafe Central,IDEMP-001048,2025-01-14T21:45:00Z,0
TX-0001049,477.71,1.25,1492.85,Cafe Central,IDEMP-001049,2025-01-14T22:00:00Z,1
TX-0001050,410.64,1.25,513.3,Cafe Central,IDEMP-001050,2025-01-14T22:15:00Z,0
TX-0001051,162.93,0.9,146.64,Muller GmbH,IDEMP-001051,2025-01-14T22:30:00Z,0
TX-0001052,451.97,1.1,497.17,Cafe Central,IDEMP-001052,2025-01-14T22:45:00Z,0
TX-0001053,275.27,0.9,619.35,Nino Store,IDEMP-001053,2025-01-14T23:00:00Z,1
TX-0001054,47.12,0.9,42.41,Cafe Central,IDEMP-001054,2025-01-14T23:15:00Z,0
TX-0001055,204.19,0.9,183.77,Sao Mart,IDEMP-001055,2025-01-14T23:30:00Z,0
TX-0001056,189.51,1.1,208.46,Cafe Central,IDEMP-001056,2025-01-14T23:45:00Z,0
TX-0001057,337.58,1.25,421.98,Muller GmbH,IDEMP-001104,2025-01-15T00:00:00Z,0
TX-0001058,447.27,1.1,492.0,Sao Mart,IDEMP-001058,2025-01-15T00:15:00Z,0
TX-0001059,292.98,1.1,322.28,Cafe Central,IDEMP-001059,2025-01-15T00:30:00Z,0
TX-0001060,287.83,0.9,259.05,Sao Mart,IDEMP-001060,2025-01-15T00:45:00Z,0
TX-0001061,56.73,1.0,56.73,Muller GmbH,IDEMP-001061,2025-01-15T01:00:00Z,0
TX-0001062,17.51,1.1,19.26,Cafe Central,IDEMP-001062,2025-01-15T01:15:00Z,0
TX-0001063,168.19,0.9,151.37,Sao Mart,IDEMP-001810,2025-01-15T01:30:00Z,0
TX-0001064,19.81,1.0,19.81,Cafe Central,IDEMP-001064,2025-01-15T01:45:00Z,0
TX-0001065,195.51,0.9,175.96,Cafe Central,IDEMP-001065,2025-01-15T02:00:00Z,0
TX-0001066,153.71,1.0,153.71,Muller GmbH,IDEMP-001066,2025-01-15T02:15:00Z,0
